sampleid,x,y
2134,90,1
2135,965,1
2136,905,1
2137,1015,0
2138,506,1
2139,476,1
2140,128,1
2141,571,1
2142,740,1
2143,172,1
2144,187,1
2145,812,1
2146,455,1
2147,739,1
2148,408,1
2149,995,1
2150,37,1
2151,497,1
2152,236,1
2153,833,1
2154,444,1
2155,101,1
2156,221,1
2157,272,1
2158,71,1
2159,19,1
2160,519,1
2161,437,1
2162,765,1
2163,403,1
2164,369,1
2165,176,1
2166,692,1
2167,764,1
2168,100,1
2169,495,1
2170,753,1
2171,286,1
2172,801,1
2173,979,1
2174,930,1
2175,864,1
2176,1021,0
2177,65,1
2178,615,1
2179,97,1
2180,674,1
2181,474,1
2182,337,1
2183,594,1
2184,59,1
2185,552,1
2186,955,1
2187,788,1
2188,170,1
2189,993,1
2190,931,1
2191,177,1
2192,536,1
2193,828,1
2194,1019,0
2195,764,1
2196,472,1
2197,860,1
2198,608,1
2199,562,1
2200,158,1
2201,1023,0
2202,450,1
2203,23,1
2204,661,1
2205,895,1
2206,816,1
2207,672,1
2208,285,1
2209,510,1
2210,932,1
2211,968,1
2212,945,1
2213,812,1
2214,668,1
2215,245,1
2216,374,1
2217,964,1
2218,1018,0
2219,35,1
2220,611,1
2221,1008,0
2222,775,1
2223,385,1
2224,938,1
2225,766,1
2226,493,1
2227,878,1
2228,766,1
2229,420,1
2230,466,1
2231,558,1
2232,895,1
2233,591,1
2234,239,1
2235,990,1
2236,692,1
2237,289,1
2238,868,1
2239,680,1
2240,426,1
2241,329,1
2242,828,1
2243,248,1
2244,44,1
2245,832,1
2246,117,1
2247,665,1
2248,958,1
2249,60,1
2250,669,1
2251,179,1
2252,50,1
2253,919,1
2254,679,1
2255,97,1
2256,527,1
2257,428,1
2258,675,1
2259,78,1
2260,452,1
2261,806,1
2262,431,1
2263,976,1
2264,30,1
2265,468,1
2266,705,1
2267,621,1
2268,76,1
2269,544,1
2270,334,1
2271,701,1
2272,895,1
2273,960,1
2274,533,1
2275,959,1
2276,306,1
2277,425,1
2278,36,1
2279,554,1
2280,471,1
2281,900,1
2282,669,1
2283,422,1
2284,913,1
2285,980,1
2286,824,1
2287,1024,0
2288,515,1
2289,801,1
2290,744,1
2291,962,1
2292,429,1
2293,942,1
2294,446,1
2295,1005,0
2296,568,1
2297,858,1
2298,771,1
2299,540,1
2300,5,1
2301,930,1
2302,548,1
2303,99,1
2304,456,1
2305,266,1
2306,616,1
2307,897,1
2308,346,1
2309,165,1
2310,487,1
2311,367,1
2312,486,1
2313,237,1
2314,917,1
2315,35,1
2316,25,1
2317,641,1
2318,204,1
2319,468,1
2320,794,1
2321,450,1
2322,998,1
2323,620,1
2324,504,1
2325,706,1
2326,227,1
2327,871,1
2328,609,1
2329,225,1
2330,129,1
2331,1008,0
2332,810,1
2333,720,1
2334,407,1
2335,726,1
2336,668,1
2337,262,1
2338,866,1
2339,537,1
2340,515,1
2341,461,1
2342,718,1
2343,284,1
2344,527,1
2345,364,1
2346,683,1
2347,380,1
2348,867,1
2349,700,1
2350,928,1
2351,784,1
2352,774,1
2353,529,1
2354,147,1
2355,179,1
2356,649,1
2357,424,1
2358,8,1
2359,250,1
2360,363,1
2361,946,1
2362,874,1
2363,106,1
2364,885,1
2365,357,1
2366,502,1
2367,288,1
2368,927,1
2369,670,1
2370,262,1
2371,626,1
2372,305,1
2373,414,1
2374,777,1
2375,538,1
2376,936,1
2377,431,1
2378,677,1
2379,522,1
2380,229,1
2381,980,1
2382,778,1
2383,472,1
2384,207,1
2385,235,1
2386,878,1
2387,937,1
2388,999,1
2389,398,1
2390,536,1
2391,960,1
2392,592,1
2393,38,1
2394,289,1
2395,847,1
2396,76,1
2397,1008,0
2398,534,1
2399,233,1
2400,766,1
2401,937,1
2402,480,1
2403,67,1
2404,669,1
2405,59,1
2406,898,1
2407,12,1
2408,471,1
2409,361,1
2410,666,1
2411,1001,0
2412,828,1
2413,535,1
2414,355,1
2415,818,1
2416,233,1
2417,535,1
2418,831,1
2419,216,1
2420,858,1
2421,759,1
2422,653,1
2423,818,1
2424,187,1
2425,417,1
2426,157,1
2427,645,1
2428,829,1
2429,527,1
2430,991,1
2431,477,1
2432,676,1
2433,100,1
2434,406,1
2435,300,1
2436,671,1
2437,279,1
2438,126,1
2439,297,1
2440,961,1
2441,92,1
2442,628,1
2443,166,1
2444,293,1
2445,763,1
2446,857,1
2447,758,1
2448,439,1
2449,2,1
2450,376,1
2451,587,1
2452,174,1
2453,517,1
2454,664,1
2455,900,1
2456,300,1
2457,514,1
2458,413,1
2459,950,1
2460,624,1
2461,286,1
2462,55,1
2463,63,1
2464,648,1
2465,811,1
2466,367,1
2467,35,1
2468,538,1
2469,982,1
2470,439,1
2471,922,1
2472,951,1
2473,37,1
2474,979,1
2475,506,1
2476,360,1
2477,456,1
2478,970,1
2479,994,1
2480,587,1
2481,836,1
2482,452,1
2483,536,1
2484,992,1
2485,762,1
2486,56,1
2487,547,1
2488,414,1
2489,953,1
2490,753,1
2491,313,1
2492,759,1
2493,534,1
2494,906,1
2495,569,1
2496,633,1
2497,149,1
2498,737,1
2499,241,1
2500,49,1
2501,251,1
2502,650,1
2503,277,1
2504,317,1
2505,986,1
2506,0,1
2507,184,1
2508,522,1
2509,744,1
2510,423,1
2511,798,1
2512,714,1
2513,613,1
2514,841,1
2515,40,1
2516,741,1
2517,453,1
2518,479,1
2519,80,1
2520,916,1
2521,296,1
2522,451,1
2523,742,1
2524,34,1
2525,292,1
2526,712,1
2527,624,1
2528,612,1
2529,160,1
2530,206,1
2531,30,1
2532,4,1
2533,998,1
2534,740,1
2535,634,1
2536,869,1
2537,417,1
2538,309,1
2539,225,1
2540,8,1
2541,351,1
2542,616,1
2543,151,1
2544,228,1
2545,955,1
2546,573,1
2547,881,1
2548,765,1
2549,1003,0
2550,26,1
2551,399,1
2552,630,1
2553,486,1
2554,652,1
2555,522,1
2556,999,1
2557,298,1
2558,781,1
2559,446,1
2560,900,1
2561,1006,0
2562,145,1
2563,308,1
2564,5,1
2565,98,1
2566,581,1
2567,818,1
2568,176,1
2569,1006,0
2570,578,1
2571,416,1
2572,421,1
2573,916,1
2574,420,1
2575,203,1
2576,401,1
2577,69,1
2578,702,1
2579,852,1
2580,494,1
2581,184,1
2582,183,1
2583,832,1
2584,542,1
2585,411,1
2586,363,1
2587,324,1
2588,521,1
2589,951,1
2590,978,1
2591,435,1
2592,204,1
2593,70,1
2594,695,1
2595,866,1
2596,843,1
2597,420,1
2598,436,1
2599,548,1
2600,581,1
2601,496,1
2602,444,1
2603,694,1
2604,565,1
2605,470,1
2606,2,1
2607,133,1
2608,309,1
2609,841,1
2610,54,1
2611,56,1
2612,398,1
2613,541,1
2614,257,1
2615,345,1
2616,885,1
2617,878,1
2618,646,1
2619,410,1
2620,115,1
2621,571,1
2622,859,1
2623,800,1
2624,333,1
2625,998,1
2626,187,1
2627,776,1
2628,233,1
2629,831,1
2630,137,1
2631,1021,0
2632,438,1
2633,624,1
2634,603,1
2635,244,1
2636,312,1
2637,99,1
2638,846,1
2639,658,1
2640,678,1
2641,434,1
2642,149,1
2643,454,1
2644,152,1
2645,220,1
2646,56,1
2647,701,1
2648,5,1
2649,74,1
2650,828,1
2651,949,1
2652,414,1
2653,487,1
2654,878,1
2655,913,1
2656,866,1
2657,745,1
2658,256,1
2659,567,1
2660,3,1
2661,743,1
2662,284,1
2663,736,1
2664,481,1
2665,468,1
2666,552,1
2667,644,1
2668,146,1
2669,995,1
2670,895,1
2671,169,1
2672,221,1
2673,131,1
2674,675,1
2675,877,1
2676,477,1
2677,872,1
2678,575,1
2679,525,1
2680,25,1
2681,414,1
2682,391,1
2683,423,1
2684,565,1
2685,417,1
2686,813,1
2687,213,1
2688,676,1
2689,164,1
2690,207,1
2691,594,1
2692,647,1
2693,585,1
2694,865,1
2695,331,1
2696,1,1
2697,366,1
2698,975,1
2699,255,1
2700,348,1
2701,501,1
2702,727,1
2703,24,1
2704,875,1
2705,909,1
2706,144,1
2707,55,1
2708,378,1
2709,235,1
2710,478,1
2711,137,1
2712,290,1
2713,945,1
2714,535,1
2715,344,1
2716,903,1
2717,287,1
2718,226,1
2719,193,1
2720,843,1
2721,39,1
2722,181,1
2723,212,1
2724,308,1
2725,655,1
2726,751,1
2727,434,1
2728,537,1
2729,756,1
2730,740,1
2731,275,1
2732,513,1
2733,769,1
2734,891,1
2735,953,1
2736,583,1
2737,4,1
2738,354,1
2739,226,1
2740,654,1
2741,654,1
2742,228,1
2743,928,1
2744,356,1
2745,766,1
2746,121,1
2747,602,1
2748,642,1
2749,838,1
2750,28,1
2751,671,1
2752,559,1
2753,497,1
2754,783,1
2755,746,1
2756,266,1
2757,458,1
2758,620,1
2759,163,1
2760,350,1
2761,292,1
2762,647,1
2763,215,1
2764,232,1
2765,867,1
2766,177,1
2767,795,1
2768,878,1
2769,861,1
2770,459,1
2771,197,1
2772,929,1
2773,951,1
2774,11,1
2775,161,1
2776,216,1
2777,397,1
2778,7,1
2779,886,1
2780,686,1
2781,655,1
2782,320,1
2783,307,1
2784,39,1
2785,631,1
2786,327,1
2787,291,1
2788,78,1
2789,265,1
2790,675,1
2791,189,1
2792,776,1
2793,904,1
2794,558,1
2795,901,1
2796,546,1
2797,689,1
2798,469,1
2799,620,1
2800,303,1
2801,576,1
2802,928,1
2803,823,1
2804,974,1
2805,5,1
2806,992,1
2807,896,1
2808,226,1
2809,325,1
2810,733,1
2811,501,1
2812,356,1
2813,173,1
2814,526,1
2815,994,1
2816,3,1
2817,198,1
2818,497,1
2819,450,1
2820,353,1
2821,485,1
2822,927,1
2823,767,1
2824,880,1
2825,843,1
2826,636,1
2827,861,1
2828,459,1
2829,969,1
2830,64,1
2831,729,1
2832,410,1
2833,948,1
2834,941,1
2835,944,1
2836,93,1
2837,485,1
2838,977,1
2839,636,1
2840,971,1
2841,484,1
2842,198,1
2843,1002,0
2844,1016,0
2845,58,1
2846,379,1
2847,437,1
2848,968,1
2849,465,1
2850,707,1
2851,25,1
2852,340,1
2853,310,1
2854,506,1
2855,303,1
2856,562,1
2857,683,1
2858,960,1
2859,765,1
2860,139,1
2861,656,1
2862,762,1
2863,589,1
2864,590,1
2865,404,1
2866,169,1
2867,607,1
2868,103,1
2869,490,1
2870,61,1
2871,449,1
2872,219,1
2873,848,1
2874,846,1
2875,457,1
2876,822,1
2877,740,1
2878,482,1
2879,218,1
2880,563,1
2881,208,1
2882,633,1
2883,587,1
2884,297,1
2885,343,1
2886,736,1
2887,388,1
2888,491,1
2889,344,1
2890,282,1
2891,623,1
2892,697,1
2893,507,1
2894,758,1
2895,75,1
2896,468,1
2897,389,1
2898,515,1
2899,242,1
2900,823,1
2901,71,1
2902,712,1
2903,129,1
2904,628,1
2905,516,1
2906,869,1
2907,275,1
2908,505,1
2909,449,1
2910,754,1
2911,348,1
2912,910,1
2913,277,1
2914,648,1
2915,180,1
2916,948,1
2917,81,1
2918,994,1
2919,378,1
2920,280,1
2921,445,1
2922,887,1
2923,244,1
2924,877,1
2925,496,1
2926,643,1
2927,431,1
2928,213,1
2929,729,1
2930,678,1
2931,667,1
2932,480,1
2933,927,1
2934,238,1
2935,831,1
2936,899,1
2937,300,1
2938,573,1
2939,954,1
2940,1015,0
2941,461,1
2942,812,1
2943,954,1
2944,320,1
2945,520,1
2946,590,1
2947,280,1
2948,104,1
2949,604,1
2950,666,1
2951,689,1
2952,808,1
2953,332,1
2954,525,1
2955,828,1
2956,606,1
2957,717,1
2958,886,1
2959,491,1
2960,908,1
2961,320,1
2962,507,1
2963,645,1
2964,626,1
2965,285,1
2966,344,1
2967,1003,0
2968,831,1
2969,317,1
2970,663,1
2971,470,1
2972,1005,0
2973,3,1
2974,344,1
2975,332,1
2976,536,1
2977,216,1
2978,789,1
2979,659,1
2980,955,1
2981,885,1
2982,907,1
2983,931,1
2984,958,1
2985,662,1
2986,534,1
2987,121,1
2988,13,1
2989,439,1
2990,934,1
2991,788,1
2992,607,1
2993,507,1
2994,315,1
2995,629,1
2996,216,1
2997,233,1
2998,555,1
2999,801,1
3000,925,1
3001,428,1
3002,854,1
3003,845,1
3004,855,1
3005,996,1
3006,214,1
3007,159,1
3008,485,1
3009,317,1
3010,1013,0
3011,467,1
3012,734,1
3013,86,1
3014,224,1
3015,321,1
3016,669,1
3017,440,1
3018,270,1
3019,287,1
3020,914,1
3021,519,1
3022,38,1
3023,131,1
3024,317,1
3025,801,1
3026,231,1
3027,563,1
3028,983,1
3029,783,1
3030,380,1
3031,924,1
3032,533,1
3033,234,1
3034,425,1
3035,340,1
3036,865,1
3037,636,1
3038,126,1
3039,60,1
3040,263,1
3041,117,1
3042,116,1
3043,964,1
3044,551,1
3045,275,1
3046,477,1
3047,618,1
3048,403,1
3049,390,1
3050,229,1
3051,912,1
3052,1018,0
3053,742,1
3054,486,1
3055,399,1
3056,806,1
3057,955,1
3058,950,1
3059,1016,0
3060,963,1
3061,420,1
3062,330,1
3063,610,1
3064,690,1
3065,318,1
3066,902,1
3067,34,1
3068,319,1
3069,428,1
3070,791,1
3071,13,1
3072,959,1
3073,342,1
3074,959,1
3075,56,1
3076,691,1
3077,556,1
3078,566,1
3079,624,1
3080,650,1
3081,968,1
3082,287,1
3083,318,1
3084,531,1
3085,298,1
3086,558,1
3087,334,1
3088,581,1
3089,356,1
3090,791,1
3091,627,1
3092,794,1
3093,78,1
3094,658,1
3095,763,1
3096,804,1
3097,601,1
3098,468,1
3099,397,1
3100,652,1
3101,607,1
3102,32,1
3103,97,1
3104,714,1
3105,129,1
3106,829,1
3107,658,1
3108,530,1
3109,281,1
3110,434,1
3111,430,1
3112,574,1
3113,109,1
3114,407,1
3115,477,1
3116,931,1
3117,692,1
3118,329,1
3119,839,1
3120,465,1
3121,870,1
3122,708,1
3123,404,1
3124,823,1
3125,56,1
3126,754,1
3127,804,1
3128,637,1
3129,343,1
3130,430,1
3131,449,1
3132,886,1
3133,882,1
3134,945,1
3135,980,1
3136,122,1
3137,17,1
3138,733,1
3139,338,1
3140,692,1
3141,552,1
3142,549,1
3143,800,1
3144,301,1
3145,29,1
3146,260,1
3147,794,1
3148,961,1
3149,280,1
3150,794,1
3151,673,1
3152,468,1
3153,704,1
3154,714,1
3155,295,1
3156,97,1
3157,748,1
3158,521,1
3159,167,1
3160,1018,0
3161,335,1
3162,547,1
3163,441,1
3164,836,1
3165,484,1
3166,988,1
3167,669,1
3168,648,1
3169,413,1
3170,407,1
3171,103,1
3172,773,1
3173,678,1
3174,848,1
3175,272,1
3176,839,1
3177,91,1
3178,885,1
3179,316,1
3180,512,1
3181,365,1
3182,17,1
3183,222,1
3184,355,1
3185,385,1
3186,511,1
3187,402,1
3188,7,1
3189,685,1
3190,796,1
3191,430,1
3192,458,1
3193,1011,0
3194,205,1
3195,270,1
3196,773,1
3197,244,1
3198,413,1
3199,90,1
3200,976,1
3201,140,1
3202,235,1
3203,460,1
3204,803,1
3205,137,1
3206,338,1
3207,787,1
3208,890,1
3209,775,1
3210,526,1
3211,24,1
3212,728,1
3213,673,1
3214,328,1
3215,600,1
3216,707,1
3217,145,1
3218,549,1
3219,593,1
3220,326,1
3221,62,1
3222,212,1
3223,635,1
3224,513,1
3225,167,1
3226,429,1
3227,155,1
3228,677,1
3229,788,1
3230,123,1
3231,73,1
3232,309,1
3233,13,1
3234,689,1
3235,651,1
3236,966,1
3237,970,1
3238,389,1
3239,101,1
3240,59,1
3241,426,1
3242,69,1
3243,435,1
3244,415,1
3245,147,1
3246,498,1
3247,629,1
3248,370,1
3249,303,1
3250,214,1
3251,439,1
3252,26,1
3253,944,1
3254,704,1
3255,865,1
3256,80,1
3257,933,1
3258,136,1
3259,43,1
3260,508,1
3261,911,1
3262,132,1
3263,662,1
3264,451,1
3265,437,1
3266,598,1
3267,449,1
3268,823,1
3269,383,1
3270,320,1
3271,709,1
3272,577,1
3273,556,1
3274,724,1
3275,178,1
3276,740,1
3277,284,1
3278,495,1
3279,930,1
3280,825,1
3281,197,1
3282,1019,0
3283,500,1
3284,750,1
3285,835,1
3286,232,1
3287,480,1
3288,127,1
3289,36,1
3290,292,1
3291,432,1
3292,81,1
3293,891,1
3294,266,1
3295,929,1
3296,168,1
3297,804,1
3298,203,1
3299,92,1
3300,735,1
3301,109,1
3302,78,1
3303,611,1
3304,592,1
3305,72,1
3306,661,1
3307,520,1
3308,885,1
3309,125,1
3310,848,1
3311,769,1
3312,493,1
3313,844,1
3314,622,1
3315,382,1
3316,694,1
3317,125,1
3318,350,1
3319,631,1
3320,769,1
3321,266,1
3322,992,1
3323,533,1
3324,70,1
3325,783,1
3326,670,1
3327,873,1
3328,994,1
3329,463,1
3330,415,1
3331,612,1
3332,679,1
3333,706,1
3334,422,1
3335,115,1
3336,701,1
3337,339,1
3338,410,1
3339,864,1
3340,493,1
3341,964,1
3342,87,1
3343,155,1
3344,117,1
3345,425,1
3346,776,1
3347,322,1
3348,221,1
3349,88,1
3350,111,1
3351,701,1
3352,98,1
3353,267,1
3354,468,1
3355,379,1
3356,779,1
3357,403,1
3358,198,1
3359,452,1
3360,781,1
3361,80,1
3362,334,1
3363,916,1
3364,899,1
3365,674,1
3366,736,1
3367,399,1
3368,60,1
3369,405,1
3370,346,1
3371,928,1
3372,613,1
3373,961,1
3374,168,1
3375,905,1
3376,635,1
3377,439,1
3378,976,1
3379,624,1
3380,624,1
3381,702,1
3382,984,1
3383,983,1
3384,844,1
3385,6,1
3386,508,1
3387,78,1
3388,344,1
3389,1005,0
3390,92,1
3391,358,1
3392,250,1
3393,215,1
3394,163,1
3395,154,1
3396,267,1
3397,671,1
3398,115,1
3399,980,1
3400,828,1
3401,965,1
3402,771,1
3403,657,1
3404,593,1
3405,1009,0
3406,840,1
3407,13,1
3408,967,1
3409,362,1
3410,37,1
3411,866,1
3412,575,1
3413,136,1
3414,279,1
3415,131,1
3416,961,1
3417,562,1
3418,571,1
3419,906,1
3420,969,1
3421,449,1
3422,325,1
3423,598,1
3424,603,1
3425,127,1
3426,910,1
3427,807,1
3428,385,1
3429,834,1
3430,840,1
3431,437,1
3432,72,1
3433,335,1
3434,788,1
3435,671,1
3436,957,1
3437,299,1
3438,985,1
3439,604,1
3440,538,1
3441,916,1
3442,980,1
3443,36,1
3444,706,1
3445,298,1
3446,157,1
3447,114,1
3448,446,1
3449,827,1
3450,93,1
3451,829,1
3452,689,1
3453,575,1
3454,388,1
3455,983,1
3456,103,1
3457,938,1
3458,649,1
3459,214,1
3460,945,1
3461,517,1
3462,636,1
3463,1017,0
3464,848,1
3465,902,1
3466,436,1
3467,688,1
3468,101,1
3469,838,1
3470,669,1
3471,149,1
3472,780,1
3473,231,1
3474,134,1
3475,892,1
3476,662,1
3477,62,1
3478,24,1
3479,842,1
3480,471,1
3481,255,1
3482,62,1
3483,919,1
3484,282,1
3485,92,1
3486,161,1
3487,932,1
3488,73,1
3489,394,1
3490,263,1
3491,248,1
3492,985,1
3493,270,1
3494,309,1
3495,1013,0
3496,592,1
3497,559,1
3498,419,1
3499,198,1
3500,185,1
3501,173,1
3502,660,1
3503,484,1
3504,401,1
3505,724,1
3506,437,1
3507,212,1
3508,97,1
3509,631,1
3510,719,1
3511,415,1
3512,259,1
3513,236,1
3514,917,1
3515,883,1
3516,366,1
3517,689,1
3518,710,1
3519,497,1
3520,506,1
3521,24,1
3522,151,1
3523,661,1
3524,947,1
3525,289,1
3526,915,1
3527,458,1
3528,303,1
3529,700,1
3530,718,1
3531,1021,0
3532,421,1
3533,113,1
3534,955,1
3535,1022,0
3536,172,1
3537,301,1
3538,183,1
3539,860,1
3540,711,1
3541,144,1
3542,401,1
3543,360,1
3544,624,1
3545,616,1
3546,253,1
3547,632,1
3548,896,1
3549,776,1
3550,882,1
3551,515,1
3552,875,1
3553,907,1
3554,533,1
3555,132,1
3556,899,1
3557,611,1
3558,827,1
3559,689,1
3560,398,1
3561,147,1
3562,195,1
3563,210,1
3564,475,1
3565,124,1
3566,589,1
3567,430,1
3568,166,1
3569,1011,0
3570,196,1
3571,877,1
3572,83,1
3573,556,1
3574,763,1
3575,557,1
3576,930,1
3577,310,1
3578,84,1
3579,709,1
3580,476,1
3581,270,1
3582,897,1
3583,33,1
3584,891,1
3585,261,1
3586,615,1
3587,361,1
3588,168,1
3589,560,1
3590,876,1
3591,939,1
3592,422,1
3593,8,1
3594,347,1
3595,635,1
3596,794,1
3597,220,1
3598,37,1
3599,671,1
3600,622,1
3601,95,1
3602,422,1
3603,889,1
3604,857,1
3605,582,1
3606,804,1
3607,932,1
3608,783,1
3609,746,1
3610,200,1
3611,523,1
3612,558,1
3613,242,1
3614,911,1
3615,347,1
3616,461,1
3617,957,1
3618,973,1
3619,302,1
3620,838,1
3621,293,1
3622,707,1
3623,935,1
3624,954,1
3625,814,1
3626,621,1
3627,700,1
3628,2,1
3629,974,1
3630,966,1
3631,136,1
3632,162,1
3633,657,1
3634,70,1
3635,321,1
3636,978,1
3637,641,1
3638,891,1
3639,961,1
3640,450,1
3641,500,1
3642,956,1
3643,972,1
3644,328,1
3645,507,1
3646,843,1
3647,111,1
3648,771,1
3649,215,1
3650,790,1
3651,375,1
3652,765,1
3653,18,1
3654,149,1
3655,872,1
3656,241,1
3657,161,1
3658,588,1
3659,253,1
3660,464,1
3661,1000,1
3662,203,1
3663,185,1
3664,416,1
3665,706,1
3666,14,1
3667,715,1
3668,907,1
3669,800,1
3670,956,1
3671,992,1
3672,739,1
3673,536,1
3674,563,1
3675,242,1
3676,0,1
3677,842,1
3678,769,1
3679,683,1
3680,922,1
3681,372,1
3682,185,1
3683,65,1
3684,70,1
3685,910,1
3686,109,1
3687,700,1
3688,679,1
3689,528,1
3690,127,1
3691,433,1
3692,864,1
3693,678,1
3694,524,1
3695,778,1
3696,285,1
3697,247,1
3698,836,1
3699,580,1
3700,236,1
3701,729,1
3702,164,1
3703,83,1
3704,167,1
3705,628,1
3706,181,1
3707,433,1
3708,154,1
3709,367,1
3710,767,1
3711,45,1
3712,796,1
3713,232,1
3714,167,1
3715,179,1
3716,236,1
3717,227,1
3718,614,1
3719,772,1
3720,966,1
3721,550,1
3722,638,1
3723,432,1
3724,821,1
3725,847,1
3726,163,1
3727,636,1
3728,208,1
3729,480,1
3730,93,1
3731,482,1
3732,377,1
3733,388,1
3734,258,1
3735,622,1
3736,470,1
3737,982,1
3738,14,1
3739,105,1
3740,406,1
3741,271,1
3742,714,1
3743,720,1
3744,473,1
3745,2,1
3746,708,1
3747,930,1
3748,842,1
3749,826,1
3750,456,1
3751,435,1
3752,694,1
3753,99,1
3754,60,1
3755,527,1
3756,331,1
3757,580,1
3758,356,1
3759,848,1
3760,675,1
3761,677,1
3762,60,1
3763,80,1
3764,1010,0
3765,716,1
3766,150,1
3767,397,1
3768,803,1
3769,168,1
3770,95,1
3771,375,1
3772,209,1
3773,244,1
3774,718,1
3775,292,1
3776,649,1
3777,177,1
3778,268,1
3779,939,1
3780,437,1
3781,761,1
3782,531,1
3783,479,1
3784,607,1
3785,105,1
3786,948,1
3787,44,1
3788,151,1
3789,880,1
3790,528,1
3791,1001,0
3792,512,1
3793,140,1
3794,628,1
3795,850,1
3796,605,1
3797,218,1
3798,462,1
3799,854,1
3800,779,1
3801,687,1
3802,1011,0
3803,682,1
3804,88,1
3805,838,1
3806,136,1
3807,295,1
3808,874,1
3809,264,1
3810,571,1
3811,571,1
3812,252,1
3813,968,1
3814,375,1
3815,214,1
3816,678,1
3817,456,1
3818,57,1
3819,59,1
3820,334,1
3821,308,1
3822,631,1
3823,589,1
3824,430,1
3825,998,1
3826,387,1
3827,485,1
3828,490,1
3829,87,1
3830,900,1
3831,156,1
3832,256,1
3833,358,1
3834,89,1
3835,98,1
3836,427,1
3837,945,1
3838,1013,0
3839,37,1
3840,978,1
3841,912,1
3842,1002,0
3843,282,1
3844,518,1
3845,905,1
3846,139,1
3847,236,1
3848,954,1
3849,264,1
3850,759,1
3851,437,1
3852,294,1
3853,976,1
3854,385,1
3855,107,1
3856,277,1
3857,711,1
3858,172,1
3859,79,1
3860,375,1
3861,191,1
3862,31,1
3863,483,1
3864,105,1
3865,172,1
3866,680,1
3867,55,1
3868,605,1
3869,623,1
3870,428,1
3871,526,1
3872,598,1
3873,992,1
3874,89,1
3875,667,1
3876,946,1
3877,591,1
3878,835,1
3879,413,1
3880,738,1
3881,689,1
3882,502,1
3883,225,1
3884,218,1
3885,905,1
3886,115,1
3887,459,1
3888,3,1
3889,9,1
3890,132,1
3891,608,1
3892,936,1
3893,494,1
3894,467,1
3895,259,1
3896,303,1
3897,898,1
3898,135,1
3899,395,1
3900,716,1
3901,772,1
3902,224,1
3903,562,1
3904,860,1
3905,548,1
3906,1011,0
3907,371,1
3908,288,1
3909,0,1
3910,627,1
3911,568,1
3912,211,1
3913,146,1
3914,294,1
3915,208,1
3916,636,1
3917,966,1
3918,488,1
3919,706,1
3920,728,1
3921,896,1
3922,30,1
3923,961,1
3924,280,1
3925,14,1
3926,781,1
3927,172,1
3928,511,1
3929,128,1
3930,353,1
3931,165,1
3932,9,1
3933,794,1
3934,595,1
3935,61,1
3936,988,1
3937,873,1
3938,423,1
3939,151,1
3940,251,1
3941,845,1
3942,89,1
3943,904,1
3944,372,1
3945,86,1
3946,591,1
3947,722,1
3948,758,1
3949,38,1
3950,87,1
3951,255,1
3952,437,1
3953,248,1
3954,717,1
3955,935,1
3956,399,1
3957,341,1
3958,398,1
3959,521,1
3960,271,1
3961,938,1
3962,631,1
3963,325,1
3964,566,1
3965,301,1
3966,589,1
3967,860,1
3968,378,1
3969,873,1
3970,301,1
3971,748,1
3972,159,1
3973,772,1
3974,1016,0
3975,305,1
3976,503,1
3977,1004,0
3978,687,1
3979,291,1
3980,871,1
3981,959,1
3982,578,1
3983,518,1
3984,166,1
3985,67,1
3986,1001,0
3987,804,1
3988,735,1
3989,919,1
3990,485,1
3991,405,1
3992,703,1
3993,911,1
3994,566,1
3995,105,1
3996,836,1
3997,637,1
3998,301,1
3999,794,1
4000,292,1
4001,44,1
4002,784,1
4003,826,1
4004,906,1
4005,785,1
4006,810,1
4007,694,1
4008,433,1
4009,23,1
4010,716,1
4011,161,1
4012,526,1
4013,188,1
4014,845,1
4015,16,1
4016,1004,0
4017,356,1
4018,198,1
4019,621,1
4020,119,1
4021,667,1
4022,956,1
4023,310,1
4024,363,1
4025,663,1
4026,780,1
4027,691,1
4028,277,1
4029,760,1
4030,399,1
4031,296,1
4032,375,1
4033,929,1
4034,805,1
4035,740,1
4036,680,1
4037,249,1
4038,456,1
4039,57,1
4040,942,1
4041,242,1
4042,354,1
4043,564,1
4044,912,1
4045,824,1
4046,312,1
4047,206,1
4048,20,1
4049,166,1
4050,875,1
4051,939,1
4052,19,1
4053,898,1
4054,953,1
4055,170,1
4056,363,1
4057,782,1
4058,711,1
4059,659,1
4060,485,1
4061,462,1
4062,512,1
4063,467,1
4064,616,1
4065,589,1
4066,871,1
4067,152,1
4068,179,1
4069,627,1
4070,653,1
4071,91,1
4072,668,1
4073,539,1
4074,846,1
4075,339,1
4076,224,1
4077,365,1
4078,252,1
4079,417,1
4080,221,1
4081,830,1
4082,318,1
4083,515,1
4084,678,1
4085,219,1
4086,200,1
4087,550,1
4088,949,1
4089,819,1
4090,678,1
4091,841,1
4092,36,1
4093,819,1
4094,729,1
4095,787,1
4096,320,1
4097,276,1
4098,228,1
4099,378,1
4100,883,1
4101,936,1
4102,467,1
4103,749,1
4104,700,1
4105,135,1
4106,810,1
4107,288,1
4108,152,1
4109,263,1
4110,101,1
4111,1020,0
4112,303,1
4113,92,1
4114,855,1
4115,31,1
4116,213,1
4117,87,1
4118,754,1
4119,901,1
4120,610,1
4121,770,1
4122,951,1
4123,76,1
4124,902,1
4125,305,1
